stock,endDate,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,totalOtherIncomeExpenseNet,costOfRevenue,totalOperatingExpenses,totalRevenue,incomeTaxExpense,interestExpense,operatingIncome,ebit,grossProfit,sellingGeneralAdministrative,netIncome,incomeBeforeTax,researchDevelopment,otherOperatingExpenses,minorityInterest,discontinuedOperations
MMM,2018-12-31,5349000000.0,5363000000.0,-767000000,16655000000,24998000000,32765000000,1637000000,-350000000.0,7767000000,7767000000,16110000000,6527000000.0,5349000000,7000000000.0,1816000000.0,,52000000.0,
MMM,2017-12-31,4858000000.0,4869000000.0,215000000,15969000000,24324000000,31657000000,2679000000,-322000000.0,7333000000,7333000000,15688000000,6493000000.0,4858000000,7548000000.0,1862000000.0,,59000000.0,
MMM,2016-12-31,5050000000.0,5058000000.0,-59000000,15118000000,22997000000,30109000000,1995000000,-199000000.0,7112000000,7112000000,14991000000,6115000000.0,5050000000,7053000000.0,1764000000.0,,45000000.0,
BSRR,2019-12-31,35961000.0,35961000.0,-22000,0,70556000,118296000,11757000,,47740000,0,118296000,48391000.0,35961000,47718000.0,,22165000.0,,
BSRR,2018-12-31,29677000.0,29677000.0,-449000,0,69575000,109608000,9907000,,40033000,0,109608000,49176000.0,29677000,39584000.0,,20399000.0,,
BSRR,2017-12-31,19539000.0,19539000.0,-2225000,0,63216000,98620000,13640000,,35404000,0,98620000,43610000.0,19539000,33179000.0,,19606000.0,,
BSRR,2016-12-31,17567000.0,17567000.0,-2414000,0,55158000,83939000,8800000,,28781000,0,83939000,37604000.0,17567000,26367000.0,,17554000.0,,
ATRO,2019-12-31,52017000.0,52017000.0,18147000,601163000,722546000,772702000,16286000,-6141000.0,50156000,50156000,171539000,121383000.0,52017000,68303000.0,,,,
ATRO,2018-12-31,46803000.0,46803000.0,-12381000,622560000,738593000,803256000,5479000,-9710000.0,64663000,64663000,180696000,116033000.0,46803000,52282000.0,,,,
ATRO,2017-12-31,19679000.0,19679000.0,-23347000,487351000,576126000,624464000,5312000,-5369000.0,48338000,48338000,137113000,88775000.0,19679000,24991000.0,,,,
ATRO,2016-12-31,48424000.0,48424000.0,-4397000,473656000,559941000,633123000,20361000,-4354000.0,73182000,73182000,159467000,86285000.0,48424000,68785000.0,,,,
ISTR,2019-12-31,16675000.0,16839000.0,-2090000,0,46078000,69126000,4119000,,23048000,0,69126000,37751000.0,16839000,20958000.0,,8327000.0,,
ISTR,2018-12-31,13414000.0,13606000.0,-1445000,0,40437000,59118000,3630000,,18681000,0,59118000,32778000.0,13606000,17236000.0,,7659000.0,,
ISTR,2017-12-31,8092000.0,8202000.0,-1868000,0,30474000,44792000,4248000,,14318000,0,44792000,24758000.0,8202000,12450000.0,,5716000.0,,
ISTR,2016-12-31,7880000.0,7880000.0,0,0,26639000,38128000,3609000,,11489000,0,38128000,21232000.0,7880000,11489000.0,,5407000.0,,
WHLM,2019-12-31,-4786000.0,-4786000.0,-5059000,54249000,74831000,75504000,400000,-117000.0,673000,673000,21255000,19390000.0,-4786000,-4386000.0,,,,
WHLM,2018-12-31,856000.0,856000.0,-184000,55600000,76478000,77851000,333000,-101000.0,1373000,1373000,22251000,19888000.0,856000,1189000.0,,,,
WHLM,2017-12-31,163000.0,163000.0,-222000,52275000,73495000,73196000,-684000,-128000.0,-299000,-299000,20921000,20314000.0,163000,-521000.0,,,,
WHLM,2016-12-31,95000.0,95000.0,-107000,58682000,81211000,82228000,815000,-81000.0,1017000,1017000,23546000,21935000.0,95000,910000.0,,,,
GRPN,2019-12-31,-22377000.0,-14292000.0,-53399000,1032786000,2179047000,2218915000,761000,-23593000.0,39868000,39868000,1186129000,1146261000.0,-22377000,-13531000.0,,,1110000.0,2597000.0
GRPN,2018-12-31,-11079000.0,1988000.0,-88027000,1316145000,2547688000,2636746000,-957000,-21909000.0,89058000,89058000,1320601000,1231443000.0,-11079000,1031000.0,,,1363000.0,2597000.0
GRPN,2017-12-31,14040000.0,28601000.0,5228000,1510016000,2812960000,2843877000,7544000,-20680000.0,30917000,30917000,1333861000,1302699000.0,14040000,36145000.0,,,872000.0,-1974000.0
GRPN,2016-12-31,-194587000.0,-166209000.0,-105127000,1732962000,3080015000,3013615000,-5318000,-15912000.0,-66400000,-66400000,1280653000,1346202000.0,-194587000,-171527000.0,,,642000.0,-17114000.0
MHLD,2019-12-31,-131903000.0,-109362000.0,-16601000,622589000,669807000,576135000,-911000,-19320000.0,-93672000,-93672000,-46454000,47218000.0,-131903000,-110273000.0,,,,-22541000.0
MHLD,2018-12-31,-570277000.0,-450292000.0,-20357000,2534861000,2594301000,2164807000,441000,-19318000.0,-429494000,-429494000,-370054000,59440000.0,-544624000,-449851000.0,,,,-94113000.0
MHLD,2017-12-31,-199075000.0,-147649000.0,-40990000,2199230000,2252234000,2138818000,-6757000,-26069000.0,-113416000,-113416000,-60412000,53004000.0,-169896000,-154406000.0,,,,-22096000.0
MHLD,2016-12-31,15217000.0,79060000.0,-18906000,1905035000,1955289000,2051868000,413000,-30518000.0,96579000,96579000,146833000,50254000.0,48980000,79473000.0,,,,-30922000.0
TRN,2019-12-31,135800000.0,139200000.0,-174600000,2365700000,2629800000,3005100000,61500000,-221800000.0,375300000,375300000,639400000,264100000.0,137600000,200700000.0,,,348800000.0,-3100000.0
TRN,2018-12-31,156500000.0,109000000.0,-125800000,1938800000,2231700000,2509100000,42600000,-179300000.0,277400000,277400000,570300000,292900000.0,159300000,151600000.0,,,351200000.0,54100000.0
TRN,2017-12-31,687100000.0,610200000.0,-90200000,1775200000,2111800000,2397400000,-414800000,-184000000.0,285600000,285600000,622200000,336600000.0,702500000,195400000.0,,,356900000.0,103400000.0
TRN,2016-12-31,334200000.0,203200000.0,-155200000,2312000000,2624600000,3089800000,106800000,-181900000.0,465200000,465200000,777800000,312600000.0,343600000,310000000.0,,,392600000.0,161500000.0
CCF,2019-08-31,32454000.0,32711000.0,-3653000,180163000,234145000,281351000,10842000,-519000.0,47206000,47206000,101188000,53982000.0,32711000,43553000.0,,,,
CCF,2018-08-31,42733000.0,43143000.0,-860000,174066000,226363000,284188000,13822000,-1172000.0,57825000,57825000,110122000,52297000.0,43143000,56965000.0,,,,
CCF,2017-08-31,41560000.0,42014000.0,1914000,145846000,193582000,252560000,18878000,-839000.0,58978000,58978000,106714000,47736000.0,42014000,60892000.0,,,,
CCF,2016-08-31,32541000.0,32807000.0,1028000,144438000,189012000,238094000,17303000,-1054000.0,49082000,49082000,93656000,44574000.0,32807000,50110000.0,,,,
BPFH,2019-12-31,81171000.0,80390000.0,-5622000,0,224584000,333187000,22591000,,108603000,0,333187000,210649000.0,80028000,102981000.0,,13935000.0,1383000.0,
BPFH,2018-12-31,78702000.0,81869000.0,-13622000,0,253733000,386761000,37537000,,133028000,0,386761000,239572000.0,80384000,119406000.0,,14161000.0,2526000.0,
BPFH,2017-12-31,35704000.0,40189000.0,-33471000,0,266465000,386321000,46196000,,119856000,0,386321000,251991000.0,40591000,86385000.0,,14474000.0,22647000.0,
BPFH,2016-12-31,67565000.0,70244000.0,-21311000,0,243642000,366160000,30963000,,122518000,0,366160000,231121000.0,71628000,101207000.0,,12521000.0,21133000.0,
LEO,2019-09-30,51172389.0,53260637.0,20250877,0,4468539,37478299,0,-4764410.0,33009760,33009760,37478299,4468539.0,53260637,53260637.0,,,,
LEO,2018-09-30,3138634.0,5228610.0,-29988742,0,4874294,40091646,0,-3964967.0,35217352,35217352,40091646,4874294.0,5228610,5228610.0,,,,
LEO,2017-09-30,1801546.0,3604408.0,-30378755,0,5213131,39196294,0,-2090658.0,33983163,33983163,39196294,5213131.0,3604408,3604408.0,,,,
LEO,2016-09-30,54653387.0,55363986.0,21618277,0,5323317,39069026,0,-1206550.0,33745709,33745709,39069026,5323317.0,55363986,55363986.0,,,,
RHI,2019-12-31,454433000.0,454433000.0,5125000,3543913000,5454042000,6074432000,171082000,,620390000,620390000,2530519000,1908768000.0,454433000,625515000.0,,,,
RHI,2018-12-31,434288000.0,434288000.0,4382000,3390257000,5213051000,5800271000,157314000,,587220000,587220000,2410014000,1821089000.0,434288000,591602000.0,,,,
RHI,2017-12-31,290584000.0,290584000.0,1799000,3102977000,4751072000,5266789000,226932000,,515717000,515717000,2163812000,1646532000.0,290584000,517516000.0,,,,
RHI,2016-12-31,343389000.0,343389000.0,888000,3089723000,4697177000,5250399000,210721000,,553222000,553222000,2160676000,1606217000.0,343389000,554110000.0,,,,
LGIH,2019-12-31,178608000.0,178608000.0,970000,1398351000,1607292000,1838154000,53224000,,230862000,230862000,439803000,208941000.0,178608000,231832000.0,,,,
LGIH,2018-12-31,155286000.0,155286000.0,-2421000,1123076000,1302881000,1504400000,43812000,,201519000,201519000,381324000,179805000.0,155286000,199098000.0,,,,
LGIH,2017-12-31,113306000.0,113306000.0,1355000,937294000,1087913000,1257960000,58096000,,170047000,170047000,320666000,150619000.0,113306000,171402000.0,,,,
LGIH,2016-12-31,75031000.0,75031000.0,1716000,616222000,726364000,838320000,38641000,,111956000,111956000,222098000,110142000.0,75031000,113672000.0,,,,
AGFS,2019-12-31,-60832000.0,-61510000.0,-93323000,45049000,155395000,170065000,-17143000,-33784000.0,14670000,14670000,125016000,49615000.0,-60832000,-78653000.0,13612000.0,,7585000.0,
AGFS,2018-12-31,-30060000.0,-30240000.0,-45026000,46271000,162160000,178786000,1840000,-34451000.0,16626000,16626000,132515000,56070000.0,-30060000,-28400000.0,13873000.0,,8263000.0,
AGFS,2017-12-31,23471000.0,23562000.0,5148000,32655000,150191000,164026000,-4579000,-35755000.0,13835000,13835000,131371000,61847000.0,23471000,18983000.0,13779000.0,,8443000.0,
AGFS,2016-12-31,-111560000.0,-111560000.0,-111623000,29600000,146586000,159669000,13020000,-58239000.0,13083000,13083000,130069000,61892000.0,-111560000,-98540000.0,14767000.0,,8443000.0,
DUOT,2019-12-31,-2470882.0,-2470882.0,-64360,7159877,16047837,13641315,0,-69322.0,-2406522,-2406522,6481438,8456535.0,-2470882,-2470882.0,431425.0,,,
DUOT,2018-12-31,-1580887.0,-1580887.0,-10983,6844396,13618523,12048619,0,-17180.0,-1569904,-1569904,5204223,6285433.0,-1580887,-1580887.0,488694.0,,,
DUOT,2017-12-31,-5170237.0,-5152477.0,-1708984,2294552,7328081,3884588,0,-4519035.0,-3443493,-3443493,1590036,4723430.0,-5152477,-5152477.0,310099.0,,,
DUOT,2016-12-31,-2567533.0,-2561613.0,-817507,2732451,7848999,6104893,0,-561174.0,-1744106,-1744106,3372442,4844598.0,-2561613,-2561613.0,271950.0,,,
PHR,2020-01-31,-91423000.0,-20293000.0,-6775000,44720000,140082000,124784000,-1780000,-2445000.0,-15298000,-15298000,80064000,62815000.0,-20293000,-22073000.0,18623000.0,,,
PHR,2019-01-31,-45261000.0,-15062000.0,-5568000,36997000,109383000,99889000,0,-3504000.0,-9494000,-9494000,62892000,46443000.0,-15062000,-15062000.0,14349000.0,,,
PHR,2018-01-31,-38173000.0,-18192000.0,-3639000,29771000,94387000,79834000,0,-3642000.0,-14553000,-14553000,50063000,43599000.0,-18192000,-18192000.0,11377000.0,,,
APAM,2019-12-31,135382000.0,241457000.0,-16296000,399937000,513390000,798952000,27809000,-11054000.0,285562000,285562000,399015000,113453000.0,156536000,269266000.0,,,48654000.0,
APAM,2018-12-31,138862000.0,254190000.0,-3153000,413166000,523694000,828635000,47598000,-11223000.0,304941000,304941000,415469000,110528000.0,158309000,301788000.0,,,39792000.0,
APAM,2017-12-31,33573000.0,150737000.0,284834000,402880000,509213000,795624000,420508000,-11449000.0,286411000,286411000,392744000,106333000.0,49599000,571245000.0,,,60723000.0,
APAM,2016-12-31,59971000.0,173001000.0,-9750000,383915000,486625000,720859000,51483000,-11653000.0,234234000,234234000,336944000,102710000.0,73030000,224484000.0,,,-13997000.0,
OLLI,2020-02-01,141130000.0,141130000.0,1907000,852610000,1237373000,1408199000,31603000,,170826000,170826000,555589000,357089000.0,141130000,172733000.0,,,,
OLLI,2019-02-02,135013000.0,135013000.0,-1411000,743726000,1079323000,1241377000,25630000,,162054000,162054000,497651000,312790000.0,135013000,160643000.0,,,,
OLLI,2018-02-03,127594000.0,127594000.0,-5269000,645385000,941276000,1077032000,2893000,,135756000,135756000,431647000,278174000.0,127594000,130487000.0,,,,
OLLI,2017-01-28,59764000.0,59764000.0,-5935000,529904000,788121000,890315000,36495000,,102194000,102194000,360411000,242891000.0,59764000,96259000.0,,,,
NMZ,2019-10-31,126233334.0,126233334.0,66360240,0,9202227,69075321,0,-10136888.0,59873094,59873094,69075321,9202227.0,126233334,126233334.0,,,,
NMZ,2018-10-31,2809128.0,2809128.0,-57270850,0,8890294,68970272,0,-7703196.0,60079978,60079978,68970272,8890294.0,2809128,2809128.0,,,,
NMZ,2017-10-31,37552453.0,37552453.0,-14829234,0,8373087,60754774,0,-3838765.0,52381687,52381687,60754774,8373087.0,37552453,37552453.0,,,,
NMZ,2016-10-31,48904641.0,48904641.0,-172135,0,7874852,56951628,0,-1799454.0,49076776,49076776,56951628,7874852.0,48904641,48904641.0,,,,
ARCB,2019-12-31,39963000.0,39985000.0,-25323000,2784153000,2911516000,2988310000,11486000,-11467000.0,76794000,76794000,204157000,46255000.0,39985000,51471000.0,,-20034000.0,,
ARCB,2018-12-31,67112000.0,67262000.0,-41338000,2804486000,2968064000,3093788000,17124000,-9468000.0,125724000,125724000,289302000,36697000.0,67262000,84386000.0,,27180000.0,,
ARCB,2017-12-31,59488000.0,59726000.0,-2306000,2588481000,2772575000,2826457000,-8150000,-6342000.0,53882000,53882000,237976000,33727000.0,59726000,51576000.0,,54770000.0,,
ARCB,2016-12-31,18514000.0,18652000.0,-7516000,2483788000,2664416000,2700219000,9635000,-5150000.0,35803000,35803000,216431000,29178000.0,18652000,28287000.0,,57507000.0,,
CGIX,2019-12-31,-6708000.0,-6885000.0,-4684000,3701000,10018000,7305000,-512000,-1437000.0,-2713000,-2713000,3604000,6317000.0,-6708000,-7397000.0,,,,177000.0
CGIX,2018-12-31,-20373000.0,-4205000.0,2020000,3090000,11157000,4932000,0,-319000.0,-6225000,-6225000,1842000,7913000.0,-20373000,-4205000.0,,,,-16168000.0
CGIX,2017-12-31,-20880000.0,-20880000.0,-4337000,18070000,47743000,29121000,-2079000,-2128000.0,-18622000,-18622000,11051000,24884000.0,-20880000,-22959000.0,,,,-16168000.0
CGIX,2016-12-31,-15803000.0,-15803000.0,921000,17104000,43773000,27049000,0,-454000.0,-16724000,-16724000,9945000,20702000.0,-15803000,-15803000.0,,,,-16168000.0
WTTR,2019-12-31,2784000.0,4136000.0,-33561000,1026040000,1251943000,1291589000,1949000,-2688000.0,39646000,39646000,265549000,105234000.0,2784000,6085000.0,,,175635000.0,
WTTR,2018-12-31,36512000.0,54299000.0,-45176000,1199911000,1427751000,1528930000,1704000,-5311000.0,101179000,101179000,329019000,94127000.0,36512000,56003000.0,,,277839000.0,
WTTR,2017-12-31,-16816000.0,-35127000.0,-36428000,533066000,692041000,692491000,-851000,-6629000.0,450000,450000,159425000,55526000.0,-16816000,-35978000.0,,,406722000.0,
WTTR,2016-12-31,-1043000.0,-313948000.0,-233614000,251507000,383257000,302399000,-524000,-16128000.0,-80858000,-80858000,50892000,34643000.0,-307524000,-314472000.0,,,221992000.0,
CAT,2019-12-31,6093000000.0,6094000000.0,-273000000,39338000000,45687000000,53800000000,1746000000,-421000000.0,8113000000,8113000000,14462000000,4796000000.0,6093000000,7840000000.0,1693000000.0,-140000000.0,41000000.0,
CAT,2018-12-31,6147000000.0,6148000000.0,-490000000,39819000000,46386000000,54722000000,1698000000,-404000000.0,8336000000,8336000000,14903000000,4806000000.0,6147000000,7846000000.0,1850000000.0,-89000000.0,41000000.0,
CAT,2017-12-31,754000000.0,759000000.0,-1478000000,33638000000,39886000000,45462000000,3339000000,-531000000.0,5576000000,5576000000,11824000000,4425000000.0,754000000,4098000000.0,1842000000.0,-19000000.0,69000000.0,
CAT,2016-12-31,-67000000.0,-59000000.0,-1751000000,30402000000,36653000000,38537000000,192000000,-503000000.0,1884000000,1884000000,8135000000,4476000000.0,-67000000,133000000.0,1853000000.0,-78000000.0,76000000.0,
VVI,2019-12-31,20561000.0,23604000.0,-37115000,1281226000,1308470000,1371695000,2506000,-14199000.0,63225000,63225000,90469000,9965000.0,22035000,26110000.0,,17279000.0,85903000.0,-81000.0
VVI,2018-12-31,48458000.0,47914000.0,-12204000,1208178000,1220715000,1296184000,17095000,-9640000.0,75469000,75469000,88006000,10793000.0,49170000,65009000.0,,1744000.0,20257000.0,1481000.0
VVI,2017-12-31,57007000.0,58452000.0,22401000,1210692000,1225016000,1306965000,45898000,-8304000.0,81949000,81949000,96273000,12296000.0,57707000,104350000.0,,2028000.0,20454000.0,-268000.0
VVI,2016-12-31,41698000.0,43479000.0,-11734000,1118259000,1128507000,1204970000,21250000,-5898000.0,76463000,76463000,86711000,8592000.0,42269000,64729000.0,,1656000.0,13283000.0,-684000.0
NMRK,2019-12-31,104406000.0,161712000.0,44856000,0,2048840000,2218132000,52436000,-39100000.0,169292000,169292000,2218132000,1921706000.0,117305000,214148000.0,,990000.0,362478000.0,
NMRK,2018-12-31,101641000.0,191898000.0,76270000,0,1841464000,2047579000,90487000,-51600000.0,206115000,206115000,2047579000,1744549000.0,106732000,282385000.0,,-818000.0,515400000.0,
NMRK,2017-12-31,144492000.0,145096000.0,72342000,0,1466218000,1596450000,57478000,-700700.0,130232000,130232000,1596450000,1374774000.0,144492000,202574000.0,,1929000.0,-16996000.0,
NMRK,2016-12-31,168401000.0,167212000.0,21135000,0,1199913000,1349983000,3993000,-700700.0,150070000,150070000,1349983000,1125647000.0,168401000,171205000.0,,2069000.0,2007000.0,
KOPN,2019-12-28,-29506252.0,-29374222.0,-3217904,25117699,55567127,29518809,108000,,-26048318,-26048318,4401110,21316459.0,-29506252,-29266222.0,9132969.0,,-17023.0,
KOPN,2018-12-29,-34533542.0,-34482492.0,1570096,20723507,60487593,24465005,30000,,-36022588,-36022588,3741498,27210849.0,-34533542,-34452492.0,12553237.0,,-149053.0,
KOPN,2017-12-30,-25240482.0,-25380115.0,1154772,21483076,57339377,27841490,-2963000,,-29497887,-29497887,6358414,20341244.0,-25240482,-28343115.0,15515057.0,,616661.0,
KOPN,2016-12-31,-23568717.0,-23031145.0,8271994,18601138,50815705,22642566,3130000,,-28173139,-28173139,4041428,16961773.0,-23568717,-19901145.0,15252794.0,,141957.0,
AZZ,2020-02-29,48234000.0,48234000.0,-42285000,822589000,954642000,1061817000,16656000,-13463000.0,107175000,107175000,239228000,132053000.0,48234000,64890000.0,,,,
AZZ,2019-02-28,51208000.0,51208000.0,-15251000,727166000,848831000,927087000,11797000,-14971000.0,78256000,78256000,199921000,121665000.0,51208000,63005000.0,,,,
AZZ,2018-02-28,45169000.0,45169000.0,-28183000,639287000,751348000,810430000,-14270000,-13860000.0,59082000,59082000,171143000,112061000.0,45169000,30899000.0,,,,
AZZ,2017-02-28,61264000.0,61264000.0,-21513000,651604000,756728000,863538000,24033000,-14732000.0,106810000,106810000,211934000,105124000.0,61264000,85297000.0,,,,
DCI,2019-07-31,267200000.0,267200000.0,-13000000,1896600000,2456700000,2844900000,108000000,-19900000.0,388200000,388200000,948300000,497800000.0,267200000,375200000.0,62300000.0,,15400000.0,
DCI,2018-07-31,180300000.0,180300000.0,-13400000,1798400000,2357200000,2734200000,183300000,-21300000.0,377000000,377000000,935800000,498900000.0,180300000,363600000.0,59900000.0,,4800000.0,
DCI,2017-07-31,232800000.0,232800000.0,5200000,1551000000,2048300000,2371900000,89200000,-19500000.0,323600000,323600000,820900000,442600000.0,232800000,322000000.0,54700000.0,,4400000.0,
DCI,2016-07-31,190800000.0,190800000.0,-22500000,1459800000,1940400000,2220300000,66600000,-20700000.0,279900000,279900000,760500000,425100000.0,190800000,257400000.0,55500000.0,,4000000.0,
FWONA,2019-12-31,-311000000.0,-311000000.0,-366000000,1394000000,2057000000,2022000000,-90000000,-195000000.0,-35000000,-35000000,628000000,210000000.0,-311000000,-401000000.0,,,2000000.0,
FWONA,2018-12-31,-150000000.0,-150000000.0,-90000000,1273000000,1937000000,1827000000,-50000000,-192000000.0,-110000000,-110000000,554000000,204000000.0,-150000000,-200000000.0,,,3000000.0,
FWONA,2017-12-31,255000000.0,257000000.0,-264000000,1219000000,1823000000,1783000000,-561000000,-220000000.0,-40000000,-40000000,564000000,199000000.0,255000000,-304000000.0,,,2000000.0,
FWONA,2016-12-31,329000000.0,329000000.0,568000000,0,68000000,0,171000000,-19000000.0,-68000000,-68000000,0,58000000.0,329000000,500000000.0,,,2000000.0,
LTBR,2019-12-31,-11286939.0,-10587124.0,-2213499,0,8373625,0,0,,-8373625,-8373625,0,5697469.0,-10587124,-10587124.0,2676156.0,,,
LTBR,2018-12-31,-18950023.0,-15676108.0,-5502353,0,10173755,0,0,,-10173755,-10173755,0,6715378.0,-15676108,-15676108.0,3458377.0,,,
LTBR,2017-12-31,-7381475.0,-7104897.0,-507248,107091,6773095,175446,0,,-6597649,-6597649,68355,4383066.0,-7104897,-7104897.0,2282938.0,,,
LTBR,2016-12-31,-7007054.0,-6345176.0,1289698,456565,8395451,760577,0,,-7634874,-7634874,304012,5190549.0,-6345176,-6345176.0,2748337.0,,,
ET,2019-12-31,3588000000.0,4899000000.0,-2257000000,42861000000,46862000000,54213000000,195000000,-2572000000.0,7351000000,7351000000,11352000000,854000000.0,3588000000,5094000000.0,,,12753000000.0,
ET,2018-12-31,1658000000.0,3630000000.0,-2145000000,44747000000,48308000000,54087000000,4000000,-2008000000.0,5779000000,5779000000,9340000000,702000000.0,1691000000,3634000000.0,,,10785000000.0,
ET,2017-12-31,914000000.0,2543000000.0,-3050000000,33610000000,36763000000,40523000000,-1833000000,-1959000000.0,3760000000,3760000000,6913000000,599000000.0,952000000,710000000.0,,,31194000000.0,
ET,2016-12-31,983000000.0,462000000.0,-2687000000,25894000000,28901000000,31792000000,-258000000,-1816000000.0,2891000000,2891000000,5898000000,791000000.0,992000000,204000000.0,,,24170000000.0,
FCF,2019-12-31,105333000.0,105333000.0,-11990000,0,196251000,339090000,25516000,,142839000,0,339090000,165893000.0,105333000,130849000.0,,30358000.0,,
FCF,2018-12-31,107498000.0,107498000.0,-9885000,0,183691000,326348000,25274000,,142657000,0,326348000,155480000.0,107498000,132772000.0,,28211000.0,,
FCF,2017-12-31,55165000.0,55165000.0,-20459000,0,178005000,302190000,48561000,,124185000,0,302190000,150507000.0,55165000,103726000.0,,27498000.0,,
FCF,2016-12-31,59590000.0,59590000.0,-11293000,0,147477000,243999000,25639000,,96522000,0,243999000,125844000.0,59590000,85229000.0,,21633000.0,,
HTA,2019-12-31,30154000.0,30758000.0,-117591000,213829000,545573000,693922000,0,-96632000.0,148349000,148349000,480093000,41360000.0,30154000,30758000.0,,,72635000.0,
HTA,2018-12-31,213463000.0,217626000.0,55911000,221620000,536446000,698161000,0,-101849000.0,161715000,161715000,476541000,35196000.0,213463000,217626000.0,,,85434000.0,
HTA,2017-12-31,63916000.0,65577000.0,-72774000,198032000,476421000,614772000,0,-85491000.0,138351000,138351000,416740000,33403000.0,63916000,65577000.0,,,91403000.0,
HTA,2016-12-31,45912000.0,47345000.0,-57655000,150289000,355928000,460928000,0,-60802000.0,105000000,105000000,310639000,28773000.0,45912000,47345000.0,,,97796000.0,
CNO,2019-12-31,409400000.0,409400000.0,-159600000,2417000000,3582000000,4015800000,-135200000,-152300000.0,433800000,433800000,1598800000,,409400000,274200000.0,,932900000.0,,
CNO,2018-12-31,-315000000.0,-315000000.0,-157400000,2278600000,4424700000,4313500000,50200000,-149800000.0,-111200000,-111200000,2034900000,,-315000000,-264800000.0,,1881800000.0,,
CNO,2017-12-31,175600000.0,175600000.0,-133200000,2602700000,3683500000,4297200000,304900000,-123700000.0,613700000,613700000,1694500000,,175600000,480500000.0,,841500000.0,,
CNO,2016-12-31,358200000.0,358200000.0,-116400000,2390500000,3515500000,3985100000,-5000000,-116400000.0,469600000,469600000,1594600000,,358200000,353200000.0,,871700000.0,,
AGRO,2019-12-31,-772000.0,342000.0,-95115000,605908000,770861000,887138000,20820000,-69658000.0,116277000,116277000,281230000,108456000.0,-772000,21162000.0,,56497000.0,40614000.0,
AGRO,2018-12-31,-24622000.0,-23233000.0,-119177000,606741000,698319000,793239000,-1024000,-51577000.0,94920000,94920000,186498000,100964000.0,-24622000,-24257000.0,,-9386000.0,44509000.0,
AGRO,2017-12-31,13198000.0,14975000.0,-116289000,694242000,806906000,933178000,-4992000,-52308000.0,126272000,126272000,238936000,113382000.0,13198000,9983000.0,,-718000.0,9139000.0,
AGRO,2016-12-31,11568000.0,14276000.0,-136140000,569744000,705920000,869235000,12899000,-48198000.0,163315000,163315000,299491000,100066000.0,11568000,27175000.0,,36110000.0,11970000.0,
VRT,2019-12-31,-140800000.0,-140800000.0,-329600000,2978200000,4205900000,4431200000,36500000,-310400000.0,225300000,225300000,1453000000,1100800000.0,-140800000,-104300000.0,,126900000.0,,
VRT,2018-12-31,-314000000.0,-320900000.0,-319600000,2865200000,4237000000,4285600000,49900000,-288800000.0,48600000,48600000,1420400000,1223800000.0,-314000000,-271000000.0,,148000000.0,,
VRT,2017-12-31,-369600000.0,-387400000.0,-414200000,2566800000,3872300000,3879400000,-19700000,-379300000.0,7100000,7100000,1312600000,1086000000.0,-369600000,-407100000.0,,219500000.0,,
VRT,2016-12-31,-256800000.0,-260400000.0,-37800000,914400000,1494450000,1301850000,30000000,-42150000.0,-192600000,-192600000,387450000,489900000.0,-256050000,-230400000.0,,90150000.0,,
SBPH,2019-12-31,-24097000.0,-24097000.0,8924000,1223000,33021000,0,0,-542000.0,-33021000,-33021000,-1223000,9751000.0,-24097000,-24097000.0,22047000.0,,,
SBPH,2018-12-31,-22854000.0,-22854000.0,5616000,843000,28470000,0,0,-542000.0,-28470000,-28470000,-843000,8719000.0,-22854000,-22854000.0,18908000.0,,,
SBPH,2017-12-31,-27679000.0,-27679000.0,-6426000,0,21253000,0,0,-542000.0,-21253000,-21253000,0,8178000.0,-27679000,-27679000.0,13075000.0,,,
SBPH,2016-12-31,-17366000.0,-17366000.0,2038000,14017000,19756000,352000,0,-542000.0,-19404000,-19404000,-13665000,5739000.0,-17366000,-17366000.0,13075000.0,,,
RUSHA,2019-12-31,141583000.0,141583000.0,-26984000,4784219000,5593340000,5809847000,47940000,-30487000.0,216507000,216507000,1025628000,753749000.0,141583000,189523000.0,,,,
RUSHA,2018-12-31,139062000.0,139062000.0,-19385000,4527921000,5303636000,5506190000,44107000,-21058000.0,202554000,202554000,978269000,705226000.0,139062000,183169000.0,,,,
RUSHA,2017-12-31,172129000.0,172129000.0,-12415000,3883946000,4565068000,4713882000,-35730000,-13201000.0,148814000,148814000,829936000,631053000.0,172129000,136399000.0,,,,
RUSHA,2016-12-31,40582000.0,40582000.0,-20771000,3496602000,4127394000,4214614000,25867000,-14900000.0,87220000,87220000,718012000,579531000.0,40582000,66449000.0,,,,
SPXC,2019-12-31,70900000.0,69700000.0,-20600000,1084300000,1421600000,1525400000,13500000,-21000000.0,103800000,103800000,441100000,328400000.0,70900000,83200000.0,,,,-4400000.0
SPXC,2018-12-31,81200000.0,78200000.0,-38300000,1122400000,1420700000,1538600000,1400000,-21500000.0,117900000,117900000,416200000,294100000.0,81200000,79600000.0,,,,3000000.0
SPXC,2017-12-31,89300000.0,84000000.0,-11200000,1095600000,1378500000,1425800000,-47900000,-14400000.0,47300000,47300000,330200000,282300000.0,89300000,36100000.0,,,,5300000.0
SPXC,2016-12-31,-85300000.0,30300000.0,-32600000,1096500000,1400300000,1472300000,9100000,-14800000.0,72000000,72000000,375800000,301000000.0,-85300000,39400000.0,,,,-97900000.0
