stock,endDate,capitalExpenditures,changeToNetincome,otherCashflowsFromFinancingActivities,changeToAccountReceivables,changeToInventory,dividendsPaid,otherCashflowsFromInvestingActivities,depreciation,totalCashFromOperatingActivities,effectOfExchangeRate,repurchaseOfStock,changeInCash,netIncome,changeToOperatingActivities,totalCashFromFinancingActivities,netBorrowings,totalCashflowsFromInvestingActivities,changeToLiabilities,issuanceOfStock,investments
DLNG,2016-12-31,,7210000.0,-155000.0,3000.0,-486000.0,-66856000.0,,30395000.0,103618000.0,,,33302000.0,66854000,-369000.0,-32844000.0,34167000.0,,-1973000,,
LPI,2019-12-31,-668612000.0,595958000.0,,8924000.0,,,,284427000.0,475074000.0,,-2657000.0,-4294000.0,-342459000,-46134000.0,182343000.0,185000000.0,-661711000.0,-28983000,,
LPI,2018-12-31,-705214000.0,-7698000.0,,4669000.0,,,,217149000.0,537804000.0,,-101473000.0,-67008000.0,324595000,-15405000.0,86144000.0,190000000.0,-690956000.0,11163000,,
LPI,2017-12-31,-563914000.0,-336388000.0,,-12124000.0,,,,161956000.0,384914000.0,,-7662000.0,79487000.0,548974000,9273000.0,-600477000.0,-588480000.0,295050000.0,9137000,,
LPI,2016-12-31,-498190000.0,449841000.0,,832000.0,,,,151822000.0,356295000.0,,-1635000.0,1518000.0,-260739000,3986000.0,209625000.0,-65000000.0,-564402000.0,5432000,,
DNI,2019-12-31,,-53525143.0,,-39998.0,,-9195801.0,,,-766301.0,,,-2802.0,52690766,108074.0,763499.0,9959300.0,,0,,
DNI,2018-12-31,,29299204.0,,-154646.0,,-8216994.0,,,-6845622.0,,,3595.0,-35670130,-320050.0,6849217.0,-8271800.0,,0,,
DNI,2017-12-31,,-35665006.0,,-4273.0,,-5895159.0,,,-1324841.0,,,3595.0,34291552,52886.0,1324841.0,7220000.0,,0,,
DNI,2016-12-31,,-32783456.0,,42087.0,,-9232574.0,,,-10557522.0,,,-76233.0,22148214,35633.0,10481289.0,19713863.0,,0,,
ROL,2019-12-31,-27146000.0,70407000.0,,-20151000.0,-2151000.0,-137470468.0,222000.0,81111000.0,309188000.0,-2945000.0,-10009000.0,-21209000.0,203347000,-18874000.0,127655000.0,291500000.0,-455107000.0,-4501000,,
ROL,2018-12-31,-27179000.0,32843000.0,,-12549000.0,-374000.0,-123493532.0,390000.0,66792000.0,286272000.0,-14179000.0,-9541000.0,8435000.0,231663000,-13184000.0,-162283000.0,291500000.0,-101375000.0,-18919000,,
ROL,2017-12-31,-24680000.0,40443000.0,,-13661000.0,-837000.0,-98932703.0,-195000.0,56580000.0,235370000.0,13333000.0,-8246000.0,-35735000.0,179124000,-1810000.0,-130263000.0,291500000.0,-154175000.0,-24469000,,
ROL,2016-12-31,-33081000.0,16725000.0,,-15868000.0,-671000.0,-85880363.0,185000.0,49894000.0,226525000.0,-5101000.0,-31068000.0,8211000.0,167369000,-7093000.0,-136370999.0,291500000.0,-76842000.0,16169000,,
EW,2019-12-31,-254400000.0,247500000.0,-2800000.0,-88000000.0,-105400000.0,,-59000000.0,89300000.0,1179400000.0,-3000000.0,-263300000.0,465000000.0,1046900000,9400000.0,-115600000.0,-10000000.0,-595800000.0,-63500000,160500000.0,-158200000.0
EW,2018-12-31,-238700000.0,169800000.0,-15400000.0,-28700000.0,-65700000.0,,-23600000.0,77400000.0,926800000.0,-6500000.0,-795500000.0,-104200000.0,722200000,17100000.0,-1101200000.0,-437300000.0,76700000.0,192500000,147000000.0,342000000.0
EW,2017-12-31,-168100000.0,101000000.0,-15400000.0,-27800000.0,-124000000.0,,-47500000.0,81900000.0,1000700000.0,7900000.0,-763300000.0,-111800000.0,583600000,-1500000.0,-473200000.0,176300000.0,-647200000.0,93800000,113800000.0,-231300000.0
EW,2016-12-31,-176100000.0,-1300000.0,68400000.0,-60400000.0,-65600000.0,,-8600000.0,71200000.0,704400000.0,-12500000.0,-662300000.0,211700000.0,569500000,8200000.0,-268500000.0,222100000.0,-211700000.0,77700000,103300000.0,14300000.0
EVLO,2019-12-31,-3032000.0,8254000.0,,,,,,1764000.0,-71980000.0,,,-15018000.0,-85472000,4059000.0,4992000.0,4481000.0,51970000.0,-585000,511000.0,55000000.0
EVLO,2018-12-31,-5462000.0,6568000.0,,,,,,1935000.0,-47279000.0,,,54605000.0,-56946000,1385000.0,162012000.0,4975000.0,-60128000.0,-221000,75951000.0,-54837000.0
EVLO,2017-12-31,-1742000.0,1878000.0,,,,,,834000.0,-23265000.0,,,23960000.0,-28047000,1296000.0,48967000.0,4975000.0,-1742000.0,774000,79000.0,-54837000.0
EVLO,2016-12-31,-1250000.0,467000.0,,,,,,495000.0,-12314000.0,,,12691000.0,-13332000,99000.0,15742000.0,7000000.0,9263000.0,-43000,247000.0,-54837000.0
ESXB,2019-12-31,-367000.0,1664000.0,-1527000.0,,,-2899000.0,-837000.0,2975000.0,21014000.0,,,-5535000.0,15705000,670000.0,10517000.0,14050000.0,-37066000.0,0,893000.0,27547000.0
ESXB,2018-12-31,-4527000.0,2360000.0,69211000.0,,,-2899000.0,1495000.0,1985000.0,19689000.0,,,12261000.0,13688000,1656000.0,41966000.0,-27391000.0,-49394000.0,0,146000.0,-2287000.0
ESXB,2017-12-31,-3544000.0,5929000.0,58470000.0,,,-2899000.0,-1005000.0,2601000.0,14984000.0,,,886000.0,7203000,-749000.0,76737000.0,18007000.0,-90835000.0,0,260000.0,11430000.0
ESXB,2016-12-31,-2524000.0,3230000.0,91775000.0,,,-2899000.0,-4867000.0,3447000.0,16939000.0,,,4103000.0,9922000,340000.0,59927000.0,-31981000.0,-72763000.0,0,133000.0,14670000.0
FLS,2019-12-31,-66170000.0,20770000.0,-1555000.0,-43056000.0,-31058000.0,-99557000.0,,104481000.0,312741000.0,-7953000.0,-18900000.0,51297000.0,253668000,-22408000.0,-229654000.0,-109642000.0,-23837000.0,30344000,,
FLS,2018-12-31,-83993000.0,63416000.0,-4331000.0,-49141000.0,-29314000.0,-99416000.0,,112473000.0,190831000.0,-19843000.0,-3061000.0,-83762000.0,119671000,-70431000.0,-173284000.0,-66476000.0,-81466000.0,44157000,,
FLS,2017-12-31,-61602000.0,31586000.0,-8211000.0,60216000.0,48642000.0,-99233000.0,,118454000.0,311066000.0,33970000.0,-6238000.0,336283000.0,2652000,-13879000.0,-185353000.0,-71671000.0,176600000.0,63395000,,
FLS,2016-12-31,-89699000.0,106279000.0,1386000.0,36927000.0,52892000.0,-97746000.0,,116752000.0,240476000.0,-4568000.0,-10405000.0,718000.0,132455000,-117873000.0,-143721000.0,-36956000.0,-91469000.0,-86956000,,
BTO,2019-12-31,,-142087505.0,,-198183.0,,-40444631.0,,,35434123.0,,,-10508.0,177846030,-123527.0,-35444631.0,5000000.0,,-2692,,
BTO,2018-12-31,,135354579.0,,602997.0,,-30570974.0,,,20158537.0,,,-412437.0,-115969453,268468.0,-20570974.0,10000000.0,,-98054,,
BTO,2017-12-31,,-27405228.0,,-46402.0,,-26309682.0,,,25253317.0,,,-1056365.0,64087231,191652.0,-26309682.0,10000000.0,,100746,,
BTO,2016-12-31,,-163256810.0,,534958.0,,-25855639.0,,,25359409.0,,,-704094.0,191415290,14185.0,-26063503.0,10000000.0,,0,,
HCHC,2019-12-31,-41400000.0,46200000.0,-17000000.0,52400000.0,,,8200000.0,41100000.0,110500000.0,1000000.0,,-89800000.0,-31500000,18000000.0,62400000.0,79400000.0,-263700000.0,-29600000,,-187900000.0
HCHC,2018-12-31,-39700000.0,-196700000.0,-38400000.0,-30200000.0,,,-1400000.0,38700000.0,341400000.0,-500000.0,,231500000.0,162000000,353600000.0,115200000.0,153600000.0,-224600000.0,6600000,,-853500000.0
HCHC,2017-12-31,-31900000.0,-4600000.0,-16300000.0,-47100000.0,,,400000.0,36600000.0,6600000.0,300000.0,,-17000000.0,-46900000,8200000.0,115400000.0,135300000.0,-139300000.0,54300000,,-52000000.0
HCHC,2016-12-31,-29000000.0,68500000.0,-10800000.0,-55900000.0,,,-600000.0,28900000.0,79100000.0,-1000000.0,,-43300000.0,-94500000,117000000.0,18800000.0,33800000.0,-140200000.0,11800000,,-53100000.0
AEHR,2019-05-31,-173000.0,902000.0,,-2043000.0,-112000.0,,,431000.0,-5637000.0,-59000.0,,-11420000.0,-5235000,221000.0,-5551000.0,-6110000.0,-173000.0,210000,559000.0,
AEHR,2018-05-31,-572000.0,938000.0,,1260000.0,-2073000.0,,,417000.0,-1351000.0,43000.0,,-955000.0,528000,-1298000.0,925000.0,-6110000.0,-572000.0,-1095000,925000.0,
AEHR,2017-05-31,-477000.0,1052000.0,,-3507000.0,430000.0,,,271000.0,-4495000.0,1000.0,,16864000.0,-5653000,1076000.0,21835000.0,-6110000.0,-477000.0,1686000,21835000.0,
AEHR,2016-05-31,-919000.0,1005000.0,,887000.0,70000.0,,,203000.0,-6281000.0,106000.0,,-4588000.0,-6785000,-2361000.0,2506000.0,1994000.0,-919000.0,564000,512000.0,
VRAY,2019-12-31,-7760000.0,20746000.0,-10584000.0,20050000.0,-4266000.0,,,4698000.0,-79567000.0,,-2410000.0,58822000.0,-120199000,11713000.0,146206000.0,,-7817000.0,-13012000,159200000.0,
VRAY,2018-12-31,-3685000.0,7549000.0,-11454000.0,-16541000.0,-33313000.0,,,3532000.0,-122194000.0,,-2410000.0,110833000.0,-76396000,-8017000.0,236712000.0,,-3685000.0,-2636000,237166000.0,
VRAY,2017-12-31,-2163000.0,22837000.0,-1528000.0,-16126000.0,-16850000.0,,,2237000.0,-70053000.0,,-2410000.0,43191000.0,-72176000,-10981000.0,115407000.0,,-2163000.0,17685000,116935000.0,
VRAY,2016-12-31,-7031000.0,5201000.0,-359000.0,-3370000.0,-651000.0,,,1744000.0,-28156000.0,,-2410000.0,-6269000.0,-50636000,5437000.0,28930000.0,,-7043000.0,11490000,14289000.0,
NSPR,2019-12-31,-284000.0,500000.0,-1177000.0,-107000.0,-102000.0,,-103000.0,158000.0,-9810000.0,-8000.0,,-3870000.0,-10040000,64000.0,6335000.0,,-387000.0,-283000,7512000.0,
NSPR,2018-12-31,-67000.0,-336000.0,-2206000.0,-73000.0,-601000.0,,23000.0,152000.0,-7606000.0,-46000.0,,5674000.0,-7240000,-92000.0,13370000.0,,-44000.0,584000,18590000.0,
NSPR,2017-12-31,-258000.0,189000.0,-776000.0,-287000.0,-33000.0,,-60000.0,178000.0,-8131000.0,10000.0,,-3806000.0,-8438000,550000.0,4633000.0,,-318000.0,-290000,7598000.0,
NSPR,2016-12-31,-49000.0,1065000.0,-1966000.0,49000.0,253000.0,,119000.0,191000.0,-7495000.0,-19000.0,,4259000.0,-8461000,-698000.0,11703000.0,,70000.0,106000,16331000.0,
MVBF,2019-12-31,-2042000.0,-38323000.0,144158000.0,,,-2769000.0,-3633000.0,3270000.0,-8062000.0,,,5781000.0,26991000,,133898000.0,-9155000.0,-120055000.0,0,2164000.0,616000.0
MVBF,2018-12-31,-2693000.0,-8247000.0,149539000.0,,,-1709000.0,-4132000.0,2938000.0,6694000.0,,,1916000.0,12003000,,205199000.0,55240000.0,-209977000.0,0,2129000.0,-4577000.0
MVBF,2017-12-31,-4496000.0,22855000.0,52553000.0,,,-1531000.0,-10782000.0,2691000.0,33121000.0,,,2965000.0,7575000,,105944000.0,58491000.0,-136100000.0,0,4931000.0,-67169000.0
MVBF,2016-12-31,-1668000.0,8945000.0,94703000.0,,,-1774000.0,2751000.0,3407000.0,25264000.0,,,-11793000.0,12912000,,18926000.0,-94554000.0,-55983000.0,0,20551000.0,-42608000.0
NOG,2019-12-31,-569128000.0,241682000.0,-24542000.0,-11542000.0,,,,206601000.0,339750000.0,,-15768000.0,13710000.0,-76318000,-9052000.0,243088000.0,212530000.0,-569128000.0,-16928000,,
NOG,2018-12-31,-474587000.0,10780000.0,-28417000.0,-49122000.0,,,,110380000.0,244262000.0,,-22875000.0,-99825000.0,143689000,26092000.0,130431000.0,40049000.0,-474519000.0,-2704000,,
NOG,2017-12-31,-119411000.0,43986000.0,-13362000.0,-9717000.0,,,,40800000.0,72967000.0,,-668000.0,95697000.0,-9194000,-354000.0,141970000.0,156000000.0,-119240000.0,3229000,,
NOG,2016-12-31,-93150590.0,324729472.0,-428515.0,15604984.0,,,,54244158.0,101891571.0,,-1403260.0,3095709.0,-293493708,-2338527.0,-7831775.0,-6000000.0,-90964087.0,-365103,,
IGA,2020-02-29,,,,,,,,,,,,,-3066950,,,,,0,,
IGA,2019-02-28,,,,,,,,,,,,,3724317,,,,,0,,
IGA,2018-02-28,,,,,,,,,,,,,25588534,,,,,0,,
IGA,2017-02-28,,,,,,,,,,,,,36299987,,,,,0,,
SAIA,2019-12-31,-287655000.0,33250000.0,-649000.0,-16979000.0,,,,119135000.0,272876000.0,,-3471000.0,-1946000.0,113719000,13431000.0,6209000.0,7402000.0,-281031000.0,10320000,2927000.0,
SAIA,2018-12-31,-223672000.0,35446000.0,-649000.0,-12981000.0,,,,102153000.0,256436000.0,,-1396000.0,-2526000.0,104981000,16229000.0,-36378000.0,-39147000.0,-222584000.0,10608000,4165000.0,
SAIA,2017-12-31,-186696000.0,-13242000.0,-649000.0,-37985000.0,,,,87102000.0,157846000.0,,-1250000.0,3181000.0,91129000,23902000.0,26859000.0,23629000.0,-181524000.0,6940000,4480000.0,
SAIA,2016-12-31,-119365000.0,19570000.0,-649000.0,-12401000.0,,,,76240000.0,146426000.0,,-650000.0,1415000.0,48024000,18342000.0,-27328000.0,-29851000.0,-117683000.0,-3349000,3173000.0,
CMG,2019-12-31,-333912000.0,126201000.0,-698000.0,-2630000.0,-4530000.0,,,376730000.0,721632000.0,406000.0,-201037000.0,228329000.0,350158000,-121641000.0,-201735000.0,,-291974000.0,29427000,,27969000.0
CMG,2018-12-31,-287390000.0,138943000.0,-187000.0,-8298000.0,-1722000.0,,,201979000.0,621552000.0,-1457000.0,-166348000.0,65982000.0,176553000,60749000.0,-166535000.0,,-387578000.0,38909000,,-100188000.0
CMG,2017-12-31,-216777000.0,60570000.0,-187000.0,-140000.0,-5250000.0,,,163348000.0,468216000.0,2056000.0,-285920000.0,97800000.0,176253000,62493000.0,-285894000.0,,-86578000.0,15115000,,130199000.0
CMG,2016-12-31,-258842000.0,71650000.0,-187000.0,-1923000.0,-91000.0,,,146368000.0,355160000.0,110000.0,-837655000.0,-154207000.0,22938000,60229000.0,-836283000.0,,326806000.0,1649000,,585648000.0
PTVCB,2019-12-31,-1953000.0,-69867000.0,,-3835000.0,,-5857000.0,,6052000.0,86680000.0,645000.0,-11501000.0,-81923000.0,7347000,91181000.0,-17358000.0,,-151890000.0,0,,-144830000.0
PTVCB,2018-12-31,-5439000.0,-48384000.0,,-3904000.0,,-16835000.0,,6102000.0,100708000.0,-830000.0,-4596000.0,102098000.0,-34075000,125988000.0,-21431000.0,,23651000.0,0,,45752000.0
PTVCB,2017-12-31,-6661000.0,-72122000.0,,2678000.0,,-16302000.0,,5752000.0,97744000.0,522000.0,-1880000.0,5737000.0,18323000,95726000.0,-18182000.0,,-74347000.0,0,,-68268000.0
PTVCB,2016-12-31,-7725000.0,-33767000.0,,-2721000.0,,-15803000.0,,5521000.0,32368000.0,235000.0,-1880000.0,-10562000.0,28945000,16305000.0,-15803000.0,,-27362000.0,0,,-20696000.0
AVK,2019-10-31,,-7856438.0,,9983842.0,,-48556272.0,,,49212272.0,,,656000.0,53264511,-1012020.0,-48556272.0,,,-5387298,,
AVK,2018-10-31,,47411937.0,,-17892079.0,,-31503805.0,,,31497314.0,,,-6491.0,-16207968,-530642.0,-31503805.0,,,18904661,,
AVK,2017-10-31,,61622680.0,,4218391.0,,-28502445.0,,,122136747.0,,,-1334233.0,58346609,2176963.0,-123470980.0,,,-4227796,,
AVK,2016-10-31,,21921984.0,,2295197.0,,-26570932.0,,,26520546.0,,,-50386.0,6529387,-1273445.0,-26570932.0,,,-2950987,,
AMK,2019-12-31,-1882000.0,38224000.0,,,,,,6859000.0,55083000.0,,,-7013000.0,-420000,-2578000.0,-2182000.0,-126250000.0,-59914000.0,-9719000,124068000.0,-1512000.0
AMK,2018-12-31,-2034000.0,8304000.0,,,,,,6169000.0,61662000.0,,,55207000.0,37426000,-2603000.0,11259000.0,245105000.0,-17714000.0,-4167000,124068000.0,-300000.0
AMK,2017-12-31,-2709000.0,-81768000.0,,,,,,5547000.0,45612000.0,,,29960000.0,98978000,-548000.0,11259000.0,245105000.0,-15652000.0,2228000,124068000.0,-300000.0
ERI,2019-12-31,-170766000.0,-34537000.0,-932000.0,4586000.0,,,,221525000.0,312526000.0,,-8247000.0,-30113000.0,81001000,9531000.0,-712179000.0,-703000000.0,369540000.0,30904000,,4173000.0
ERI,2018-12-31,-147415000.0,65831000.0,-26424000.0,6104000.0,,,,157429000.0,323280000.0,,-20839000.0,98942000.0,95235000,56000.0,1043891000.0,1091000000.0,-1268229000.0,-17170000,,-581000.0
ERI,2017-12-31,-83161000.0,-28540000.0,-24559000.0,-19110000.0,,,,105891000.0,129886000.0,,-11365000.0,84306000.0,73380000,-423000.0,1351101000.0,1384125000.0,-1396681000.0,-7131000,,-604000.0
ERI,2016-12-31,-43173000.0,15751000.0,-4562000.0,-4874000.0,,,,63449000.0,95372000.0,,-744000.0,-20106000.0,24527000,-1339000.0,-73671000.0,-68750000.0,-41807000.0,-6349000,,-604000.0
SSKN,2019-12-31,-2791000.0,1157000.0,,-1036000.0,-233000.0,,,4821000.0,2229000.0,,,-858000.0,-3790000,287000.0,-296000.0,-296000.0,-2791000.0,849000,,
SSKN,2018-12-31,-1762000.0,1161000.0,,-222000.0,215000.0,,,5397000.0,2896000.0,,,12418000.0,-4033000,563000.0,11307000.0,-3357000.0,-1785000.0,-342000,,
SSKN,2017-12-31,-2059000.0,16936000.0,,184000.0,-193000.0,,,6336000.0,4140000.0,,,141000.0,-21514000,1236000.0,-1803000.0,-1803000.0,-2194000.0,23000,,
SSKN,2016-12-31,-1008000.0,-4799000.0,,558000.0,1311000.0,,,6366000.0,322000.0,,,625000.0,-3335000,91000.0,1167000.0,1167000.0,-868000.0,-2543000,,
STOK,2019-12-31,-1635000.0,1925000.0,-2465000.0,,,,,450000.0,-31055000.0,,,117073000.0,-32325000,-1996000.0,149762000.0,,-1634000.0,891000,152227000.0,
STOK,2018-12-31,-935000.0,250000.0,-380000.0,,,,,214000.0,-10964000.0,,,103750000.0,-12521000,-642000.0,115639000.0,,-925000.0,1735000,19000.0,
STOK,2017-12-31,-113000.0,30000.0,-26000.0,,,,,113000.0,-5384000.0,,,477000.0,-5558000,-69000.0,5974000.0,,-113000.0,100000,3000000.0,
CTEK,2019-12-31,-194073.0,-21395781.0,,1818683.0,75252.0,,26303501.0,2035661.0,-1630347.0,,,-1242655.0,14890704,-1502282.0,-19956554.0,-20080036.0,20344246.0,1943381,123482.0,
CTEK,2018-12-31,-156487.0,2851195.0,,2457912.0,-28468.0,,26303501.0,1958488.0,6290616.0,,,2319321.0,1893592,-3001559.0,-3814808.0,-3703558.0,-156487.0,159456,123482.0,
CTEK,2017-12-31,-286189.0,4180007.0,,-2032647.0,-68688.0,,26303501.0,2464165.0,1433713.0,,,-1838784.0,-442351,362173.0,10462214.0,10395762.0,-13734711.0,-3028946,66452.0,
CTEK,2016-12-31,-205121.0,-2421860.0,,-2216529.0,371291.0,,26303501.0,753321.0,417626.0,,,-345888.0,5009801,-156747.0,-558393.0,-618543.0,-205121.0,-921651,60150.0,
RLH,2019-12-31,-4939000.0,9912000.0,-17812000.0,-89000.0,,,193000.0,15733000.0,5382000.0,,-2150000.0,12019000.0,-19029000,-2602000.0,-32754000.0,-13008000.0,39391000.0,380000,216000.0,
RLH,2018-12-31,-8615000.0,-14021000.0,-30043000.0,-3644000.0,,,-986000.0,17751000.0,-3514000.0,,-647000.0,-25069000.0,1338000,-7129000.0,-98453000.0,-67999000.0,76898000.0,496000,236000.0,
RLH,2017-12-31,-9779000.0,-200000.0,-3098000.0,-4130000.0,,,-6394000.0,18824000.0,14516000.0,,-361000.0,-2751000.0,581000,797000.0,-1122000.0,1924000.0,-16145000.0,-2543000,413000.0,
RLH,2016-12-31,-33511000.0,1090000.0,-581000.0,-3183000.0,,,1443000.0,16095000.0,5562000.0,,-353000.0,12407000.0,-4677000,-3923000.0,37533000.0,19827000.0,-30688000.0,-1006000,18640000.0,
VRNT,2020-01-31,-35028000.0,98359000.0,-36154000.0,-8364000.0,1752000.0,,-11372000.0,61173000.0,237904000.0,-1823000.0,-113690000.0,-1042000.0,28684000,364000.0,-111322000.0,38522000.0,-125801000.0,13087000,,11917000.0
VRNT,2019-01-31,-31686000.0,65776000.0,-15725000.0,-15769000.0,-8208000.0,,-20748000.0,57672000.0,215251000.0,-3158000.0,-173000.0,14489000.0,65991000,-10575000.0,-21881000.0,-5983000.0,-175723000.0,17271000,,-25947000.0
VRNT,2018-01-31,-35530000.0,67234000.0,-17956000.0,-23512000.0,-2865000.0,,-1406000.0,61212000.0,176327000.0,4251000.0,-173000.0,28881000.0,-6627000,5280000.0,-5503000.0,12453000.0,-146194000.0,19844000,,-3154000.0
VRNT,2017-01-31,-27540000.0,61388000.0,-6722000.0,-353000.0,-286000.0,,2658000.0,70268000.0,172415000.0,-4167000.0,-46896000.0,-5113000.0,-29380000,16937000.0,-56919000.0,-3308000.0,-116442000.0,-816000,,52581000.0
PBYI,2019-12-31,-306000.0,66611000.0,-13418000.0,-8123000.0,-545000.0,,5200000.0,8077000.0,22376000.0,,,-39528000.0,-75595000,33477000.0,-67067000.0,-55000000.0,5163000.0,-1526000,1351000.0,5469000.0
PBYI,2018-12-31,-609000.0,87228000.0,-4201000.0,-11103000.0,-596000.0,,5200000.0,7384000.0,-24105000.0,,,26723000.0,-113575000,13565000.0,108451000.0,105000000.0,-57623000.0,-7008000,7652000.0,-57014000.0
PBYI,2017-12-31,-431000.0,108735000.0,-1575000.0,-9670000.0,-2029000.0,,5200000.0,2811000.0,-172470000.0,,,-112796000.0,-291955000,11981000.0,75110000.0,50000000.0,-15436000.0,7657000,26685000.0,34995000.0
PBYI,2016-12-31,-7284000.0,120629000.0,-1575000.0,-9670000.0,-2029000.0,,5200000.0,1149000.0,-141690000.0,,,162929000.0,-276011000,10312000.0,162430000.0,50000000.0,142189000.0,2231000,162430000.0,149473000.0
CATO,2020-02-01,-8306000.0,7926000.0,,1525000.0,4220000.0,-32592000.0,-1357000.0,15485000.0,53396000.0,,-9605000.0,-10808000.0,35897000,-4731000.0,-41571000.0,,-22633000.0,-8629000,626000.0,-12970000.0
CATO,2019-02-02,-4354000.0,9907000.0,,-579000.0,1950000.0,-32577000.0,-291000.0,16463000.0,60244000.0,,-13344000.0,-56055000.0,30461000,10384000.0,-45162000.0,,-71137000.0,-7662000,759000.0,-66492000.0
CATO,2018-02-03,-11096000.0,19721000.0,,1780000.0,24147000.0,-33731000.0,-651000.0,19643000.0,35990000.0,,-38878000.0,31646000.0,8540000,-7459000.0,-72030000.0,,67686000.0,-28780000,579000.0,79433000.0
CATO,2017-01-28,-27297000.0,18591000.0,,5442000.0,-4581000.0,-35432000.0,-290000.0,22716000.0,72128000.0,,-42564000.0,-20609000.0,47212000,-9877000.0,-77305000.0,,-15432000.0,-8254000,731000.0,12155000.0
GSHD,2019-12-31,-3694000.0,9360000.0,-3739000.0,-2687000.0,,-9038000.0,19000.0,1941000.0,21241000.0,,,-3751000.0,3567000,1713000.0,-20914000.0,-2500000.0,-4078000.0,7143000,325000.0,
GSHD,2018-12-31,-2096000.0,18486000.0,-639000.0,-2895000.0,,-80059000.0,22000.0,2405000.0,10275000.0,,,13645000.0,-8903000,387000.0,5592000.0,-625000.0,-2222000.0,678000,86915000.0,
GSHD,2017-12-31,-6216000.0,1083000.0,-342000.0,-1984000.0,,-25520000.0,317000.0,810000.0,13542000.0,,,1170000.0,0,3252000.0,-6237000.0,19625000.0,-6135000.0,1637000,86915000.0,
GSHD,2016-12-31,-666696.0,658990.0,-627000.0,-1597361.0,,-25520000.0,-20679.0,488334.0,4401860.0,,,2740234.0,4722527,-308899.0,-965232.0,28622101.0,-696394.0,438269,86915000.0,
EAST,2019-12-31,-2176506.0,5757871.0,,292695.0,-384926.0,,,1596755.0,-9132302.0,,,-10299584.0,-16908104,-283182.0,2459141.0,1182644.0,-3626423.0,669129,1276497.0,
EAST,2018-12-31,-1296410.0,1782846.0,,-748757.0,-6966177.0,,,264813.0,-13918429.0,,,8056562.0,-9047669,-417073.0,23271401.0,6562153.0,-1296410.0,721358,16789248.0,
EAST,2017-12-31,-657477.0,1464413.0,,35858.0,-3037835.0,,,92016.0,-7011741.0,,,1498249.0,-5277316,-1185462.0,9162926.0,2304938.0,-652936.0,804429,8007652.0,
EAST,2016-12-31,-9202.0,698164.0,,-202749.0,-96213.0,,,21991.0,-4954671.0,,,946749.0,-5199619,320554.0,5910622.0,1730596.0,-9202.0,-842099,3774216.0,
XPER,2019-12-31,-8813000.0,-5906000.0,-1200000.0,136550000.0,,-39502000.0,,106667000.0,169253000.0,,-4506000.0,-39074000.0,-62530000,-5004000.0,-189184000.0,-150000000.0,-19143000.0,-524000,6024000.0,-5885000.0
XPER,2018-12-31,-3338000.0,19281000.0,-419000.0,11122000.0,,-39187000.0,,115126000.0,135133000.0,,-44798000.0,-24635000.0,-289000,-9865000.0,-171200000.0,-100000000.0,11432000.0,-242000,13204000.0,19370000.0
XPER,2017-12-31,-3323000.0,18954000.0,-419000.0,44617000.0,,-39509000.0,,119131000.0,147265000.0,,-19283000.0,72634000.0,-56558000,22628000.0,-55787000.0,-6000000.0,-18844000.0,-1507000,9005000.0,-15580000.0
XPER,2016-12-31,-3794000.0,28795000.0,-419000.0,13957000.0,,-39158000.0,,34130000.0,153860000.0,,-70601000.0,43027000.0,56089000,21378000.0,481563000.0,583039000.0,-592396000.0,-4762000,8283000.0,309184000.0
EURN,2019-12-31,-8039000.0,-12522000.0,-9721000.0,-41001000.0,-161121000.0,-26015000.0,-31713000.0,337702000.0,271991000.0,-733000.0,-30965000.0,123821000.0,112230000,20204000.0,-191187000.0,-124486000.0,43750000.0,16499000,,-4000000.0
EURN,2018-12-31,-238064000.0,-45249000.0,-3849000.0,-23589000.0,-22261000.0,-22643000.0,134097000.0,270693000.0,841000.0,-1233000.0,-1661000.0,29485000.0,-110070000,-58237000.0,-160165000.0,-132012000.0,190042000.0,-10446000,,-4000000.0
EURN,2017-12-31,-177890000.0,-42043000.0,-5874000.0,5938000.0,-22261000.0,-44133000.0,40750000.0,229872000.0,211295000.0,882000.0,-1661000.0,-63041000.0,1383000,18706000.0,-234976000.0,-184969000.0,-40242000.0,-2561000,,-4000000.0
EURN,2016-12-31,-342680000.0,-32097000.0,-4436000.0,-755000.0,-22261000.0,-216838000.0,22047000.0,227763000.0,438202000.0,-1401000.0,-6157000.0,75026000.0,204049000,49650000.0,-261160000.0,-33729000.0,-100615000.0,-10408000,,3737000.0
SLS,2019-12-31,,2761000.0,,,,,,,-17643000.0,,,1926000.0,-19292000,-1124000.0,19569000.0,,,12000,19569000.0,
SLS,2018-12-31,,7254000.0,,,,,,,-30422000.0,,,-7299000.0,-27670000,-2070000.0,23123000.0,,,-7936000,21564000.0,
SLS,2017-12-31,,6442000.0,,,,,,,-10989000.0,,,6703000.0,-23754000,-2301000.0,5534000.0,,,8366000,6007000.0,
SLS,2016-12-31,,4475000.0,,,,,,,-11850000.0,,,4565000.0,-17681000,1353000.0,16500000.0,,,0,6007000.0,
IR,2019-12-31,-43200000.0,10500000.0,-2800000.0,54700000.0,18700000.0,,,178100000.0,343300000.0,6800000.0,-18600000.0,284300000.0,159100000,-68600000.0,-11500000.0,-32800000.0,-54300000.0,-9200000,42700000.0,
